page,type,raw,translation,note
132,词组,the price is likely to move against you in the short term,短期内价格很可能朝对你不利的方向走,move against 走势对某人不利；反义 move in one's favor 朝有利方向走。
132,词组,a vicious cycle of oversizing,超量挂单的恶性循环,vicious cycle 恶性循环；反义 virtuous cycle 良性循环。
132,多义,at whatever the prevailing market will bear,以当时市场肯给出的任何价格,bear 本句义“承受得住、肯出（价）”（what the market will bear 市场能接受的价位）；常见义“熊；忍受”。prevailing 当时通行的。
132,词组,the transaction will take out multiple bids or offers at increasingly adverse prices,这笔交易会以越来越不利的价格吃掉多档买价或卖价,take out 本句义“吃掉、消灭（挂单）”；常见义“取出；带某人外出”。
132,术语,it crosses the spread and removes the best offer from the order book,跨越价差成交,买单直接打到最优卖价（或反之）即“过价差”，属主动成交，会从订单簿中移走对手挂单。
132,术语,this is also known as lifting the offer,抬走卖价：按最优卖价主动买入,与之成对的说法是 hitting the bid（按最优买价主动卖出）。
132,难句,A trader who is willing to cross the bid-offer spread by placing an active order may well have information that the trade he is conducting is actually worth paying the bid-offer spread to get put on right away.,一个愿意通过下主动单跨越买卖价差的交易者，很可能掌握了某种信息：他正在做的这笔交易确实值得付出价差的代价来立即建仓。,who is willing to... 定语从句；may well 很可能；information that... 同位语从句；从句内 he is conducting 定语从句嵌套；worth paying... to get put on 值得付出…以立刻建立头寸。
132,术语,"are using, or “taking,” liquidity",在消耗（“拿走”）流动性,跨价差成交吃掉他人被动挂单即 take liquidity；相对地，挂被动单为 provide liquidity（提供流动性）。
132,词组,sweetens the deal for a passive order,让被动挂单的条件更诱人,sweeten the deal 给交易加甜头、让条件更有吸引力，商业习语。
132,词组,typically on the order of two-tenths of a cent,通常在0.2美分的量级,on the order of 数量级大约在…；two-tenths 十分之二（分数表达）。
133,多义,the liquidity provision (or taking) rebate (or fee) factors into the decision of how passive or aggressive to be,流动性提供（或消耗）的返佣（或费用）会被计入“报单被动还是激进”的决策考量,factor into 作为因素计入；rebate 返佣，多数交易所付给流动性提供者，也有交易所反向操作（向提供者收费、向消耗者返佣）。
133,多义,the market can tend to run away from the trader,市场可能“跑掉”（价格越走越远追不上）,run away from 本句义指价格朝信号方向快速远离下单价；常见义“逃离”。动量类策略因此需要更激进的执行。
133,文化,standing in front of the steamroller,站在压路机前面,源自谚语“在压路机前捡五分硬币”，喻指均值回归式逆势交易赚小钱而冒被碾压的大险。
133,生词,illogical to fret over a few pennies per share,为每股几美分而纠结毫无道理,fret over 为小事焦虑、烦恼；pennies 美分硬币（枚数复数）。
133,多义,when many dollars are the upside,当上行空间是好多美元的时候,upside 本句义“潜在收益、上行空间”；常见义“上面、正面”。反义 downside 下行风险。
133,术语,there is some margin of safety,安全边际,报价中留出的缓冲空间，确保即便判断有误也不致吃亏；价值投资经典术语。
133,词组,A fairly common “middle ground”,一种相当常见的折中做法,middle ground 中间立场、折中方案；此处指在最优买卖价之间插价挂限价单。
133,术语,larger than the minimum tick size,大于最小报价单位,tick size 交易所允许的最小价格变动档位；只有买卖价差大于一档时才能在其间插价。
133,词组,the trader jumps to the front of the queue for executions,交易者插到成交队列的最前面,jump to the front of the queue 插队到队首；queue 排队、队列。
133,多义,the limit order caps the amount by which he is worse off,限价单给他多付的金额设了上限,cap 本句义动词“封顶、设上限”；常见义名词“帽子”。by which 指代吃亏的幅度；worse off 处境更差。
133,生词,In trading parlance,用交易行话来说,parlance 某一行业或群体的习惯说法；in common parlance 用通俗的话说。
133,术语,adding an order to the best bid or offer is known as joining it; placing an order that constitutes a new best bid or offer is known as improving,跟价挂单 / 改善报价,join 在现有最优价位加挂同价订单；improve 挂出优于现最优的价格、成为新的最优买/卖价。
134,术语,micro price or fair value for an instrument,微观价格,按订单簿买卖挂单量失衡加权修正后的“公允”瞬时价格，比简单中间价更精细。
134,术语,its last traded price,最新成交价,只反映别人刚做成的交易，不代表你现在能成交的价格，因此对交易决策用处有限。
134,多义,"the best bid has 10,000 units quoted, while the best offer has only 1 unit quoted",最优买价挂了1万个单位而最优卖价只挂了1个单位,quote 本句义“挂出（报价/数量）”；常见义“引用”。这种失衡说明买价比卖价更有参考意义。
134,术语,the imbalance between bids and offers in the limit order book,订单簿中买卖挂单的失衡,买卖两侧挂单量不对称，是推算微观价格与短期方向的重要信息。
134,生词,Given the plethora of exchanges and their rules,鉴于交易所及其规则名目繁多,plethora 过多、大量（正式，源自希腊语“过剩”）；a plethora of + 复数名词。
134,多义,other order types are retired,另一些订单类型被停用下线,retire 本句义“停用、使退役”；常见义“退休”。
134,术语,Hidden orders are a way to mask one’s limit orders from the market,隐藏订单,不在订单簿中显示的限价单；代价是同价位排队优先级低于可见订单。mask...from 对…隐藏。
134,词组,hide one’s hand,不亮底牌（隐藏买卖意图）,源自牌戏，hand=手中的牌；引申为不让对手看出自己的意图。
134,词组,he gives away a bit of information,他就泄露了一点信息,give away 本句义“（无意间）泄露”；常见义“赠送”。
134,生词,a broad-based sense of market impact,对市场冲击的总体感知,broad-based 基础广泛的、总体层面的；指整个市场依据当下买卖力量失衡形成的普遍判断。
135,术语,known as iceberging,冰山订单策略,把一张大单切成许多小单、大部分以隐藏单挂出，只露“冰山一角”。
135,词组,the bulk of the order is hidden from other traders,订单的主体部分对其他交易者不可见,the bulk of 主体、绝大部分；bulk 原义体积、大宗。
135,术语,Market-on-close orders,收盘市价单,指示经纪商在当日收盘集合竞价（closing auction）时段把订单作为市价单释放执行。
135,术语,Stop limit orders,止损限价单,待标的成交到预设触发价之后才进场挂出的限价单。
135,多义,There are also modifiers to orders,订单还可以加附加条件,modifier 本句义“附加指令、修饰条件”；语法术语中指修饰语。
135,术语,"“fill or kill,” “all or none,” and “good till canceled",FOK（全额立即成交否则撤单）/ AON（全额成交否则保留）/ GTC（撤销前有效）,FOK 必须立即全额成交否则自动撤单；AON 不能全额成交就原样保留、不自动撤；GTC 收盘不失效，长期有效直至手动撤销。
135,语法,"The more execution-intensive a strategy is, the more it matters for a given quant to stay abreast of the latest order types available",策略越是“执行密集型”，量化交易者就越有必要及时跟进最新的订单类型,"the more..., the more... 比较级双联结构；it 形式主语，真主语 to stay abreast of...（与…保持同步了解）；available 后置定语。"
135,术语,Intermarket Sweep Orders (ISOs),跨市场扫单指令（ISO）,允许合规交易者绕开慢速的官方合并订单簿、直接同时扫多个交易所价位的美股特殊订单类型。
135,术语,Regulation National Market System (NMS),全美市场系统规则（Reg NMS）,2007年实施的美股市场结构规则，要求各交易场所联动展示全国最优买卖价。
135,术语,A market is said to be locked when the best bid for a given ticker is equal to the best offer on that same ticker,锁定市场,最优买价等于最优卖价却无法互相成交的状态，Reg NMS 明令禁止；ticker 股票代码，代指个股。
136,难句,"However, because the piece of software that Reg NMS requires exchanges to use to communicate with one another regarding the aggregated limit order book is slow, the 3,000 share offer will not disappear immediately from the consolidated book.",然而，由于Reg NMS要求各交易所用来相互通报合并订单簿的那套软件运行缓慢，这笔3000股的卖单不会立即从合并订单簿中消失。,because 从句主语是 the piece of software，其后嵌套 that Reg NMS requires exchanges to use 定语从句与 to communicate... regarding... 不定式，主句在句末才出现。
136,术语,the consolidated book,合并订单簿,把各交易所行情汇总而成的全国统一订单簿，由官方信息处理系统生成，更新慢于交易所直连数据。
136,术语,direct data feeds from each exchange,来自各交易所的直连行情数据源,绕过官方合并行情、直接从每家交易所接收原始数据，速度远快于合并数据。
136,词组,anticipating that the price of WXYZ is set to rise,预计WXYZ的价格即将上涨,be set to do 即将、势必要；anticipate 预判并抢先行动，比 expect 多一层“提前应对”。
136,词组,let it suffice to say that it is extremely problematic,这里只需说：这是极成问题的,suffice 足够（正式）；let it suffice to say 不展开细说、点到为止。
136,术语,Broker-dealers have the right to recognize a given client’s ability,经纪自营商,兼具代客经纪（broker）与自营交易（dealer）双重身份的持牌机构。
136,术语,They perform their own compliance checks,他们自行完成合规检查,compliance 合规（遵守监管规则）；此处指自建更快的订单簿并自证符合 Reg NMS。
136,多义,allowed to use the ISO flag on their orders,获准在订单上打ISO标志位,flag 本句义“标志位、标记”（计算机用语）；常见义“旗帜”。
136,词组,"hit the offer of $100.00 on 3,000 shares",主动打掉100.00美元价位上3000股的卖单,hit 主动砸向对手挂单成交；hit the bid 打到买价卖出，与 lift the offer 成对。
136,生词,a large order costs disproportionately more to execute than a small order,大单的执行成本不成比例地高于小单,disproportionately 不成比例地；dis- 否定前缀 + proportion 比例。
136,词组,demand for liquidity starts eating into,对流动性的需求开始蚕食（越来越贵的流动性供给）,eat into 蚕食、逐步消耗；大单逐档吃掉订单簿深度，成交价越吃越差。
137,多义,spreading the orders out over a window of time,把订单摊开在一段时间窗口内分批下,spread out 摊开、分散；window 本句义“时间窗口”；常见义“窗户”。
137,多义,The exact size of the chunks that are sent to market,发到市场的每个子单“块”的具体大小,chunk 大块、切出的一段；计算机语境常指数据块。
137,多义,a highly attractive trade warrants taking on more of it quickly,高吸引力的交易值得快速多吃进一些仓位,warrant 本句义动词“使有正当理由、值得”；常见义名词“权证；搜查令”。take on 承接、建立（仓位）。
137,难句,"For example, a trader might find that taking whatever liquidity is available at the best offer (such as on a buy trade) and then waiting for others to step in and offer the same price a moment later, could allow the same volume of shares to be acquired at whatever the best offer was at the time that the first piece of the order was executed, rather than a worse average price achieved by sweeping through multiple levels of the order book.",例如，交易者可能发现：先吃掉最优卖价上现有的全部流动性（比如买入时），再等其他人稍后进场在同一价位重新挂卖，就能让同样数量的股票全部按第一笔成交时的最优卖价买到，而不是以扫穿订单簿多档价位换来的更差均价成交。,that 从句的主语是两个并列动名词短语 taking... and then waiting...；whatever the best offer was 名词性从句；rather than 引出对比对象；achieved by... 过去分词后置定语。
137,术语,smart order routing,智能订单路由,实时判断把订单发往哪个流动性池最有利的一整套决策逻辑。
137,生词,this regulation was enacted in 2007,该规则于2007年颁布实施,enact 颁布（法律法规）；en- 使动前缀 + act 法案。
137,生词,must be displayed by all pools of liquidity concurrently,必须由所有流动性池同时展示,concurrently 同时地、并行地；con- 共同 + current 正在进行的。
137,术语,many other markets in which a fragmented structure exists,许多存在碎片化结构的其他市场,fragmented 碎片化的，指同一标的分散在多个场所交易；in which 介词提前的定语从句。
138,生词,temporal or longer-lived differences between the various liquidity pools,各流动性池之间时间上短暂的或更持久的差异,temporal 时间性的（此处指转瞬的）；longer-lived 存续更久的，-lived 构成复合形容词。
138,术语,the depth of liquidity for a given name may vary tremendously,某只标的的流动性深度可能变化极大,depth 订单簿各价位挂单量的“厚度”；name 行话指“个股、标的”。
138,多义,Exchanges can be categorized as being lit or dark,交易所可分为“明”与“暗”两类,lit 本句义“公开显示报价的”（light 的过去分词转形容词）；dark 不显示任何挂单信息。
138,词组,takes the other side a large trade,接下一笔大单的对手盘,take the other side (of a trade) 充当交易的另一方；对手方即 counterparty。
138,难句,"Thinking back to what we described in Section 7.1.1, about the shape of an order book factoring into a prospective participant’s trading decision, giving no information about your order to the rest of the marketplace is clearly beneficial.",回想我们在7.1.1节所讲的——订单簿形态会被潜在参与者纳入交易决策——那么不向市场其他人透露你订单的任何信息显然是有利的。,thinking back to 现在分词短语作状语；the shape of an order book factoring into... 动名词复合结构；真正的主语是动名词短语 giving no information...。
138,多义,the term dark liquidity encapsulates any transactions that do not occur on the lit exchanges,“暗流动性”一词涵盖一切不在明交易所发生的成交,encapsulate 本句义“概括、涵盖”；本义“封装（入胶囊）”，计算机语境指封装。
138,术语,contractual market makers (CMMs),签约做市商,与券商签约、在场外直接成交散户订单流的做市商，这些订单从不进入交易所。
138,词组,Given the rise to prominence of dark liquidity pools,鉴于暗池流动性的迅速崛起,rise to prominence 崛起、变得举足轻重；given 介词“考虑到”。
138,词组,which has made for an interesting storyline to watch,这造就了一条值得关注的故事线,make for 促成、造就；storyline 情节线，喻指市场结构演变的“剧情”。
138,多义,there is a battle being waged between exchanges and dark pools,交易所与暗池之间正上演一场争斗,wage 本句义动词“发动、进行（战争、斗争）”；常见义名词“工资”。being waged 现在进行时被动。
139,术语,colocation,服务器托管；共置,把自己的交易服务器放进交易所同一数据中心，把物理传输距离压到最短以降低延迟。
139,术语,they add a fair amount of latency to the process,（DMA平台会给流程）增加相当多的延迟,latency 延迟，信号传输与处理的耗时；a fair amount of 相当多的。DMA 通常带来10–30毫秒延迟，托管可降到1毫秒以内。
139,生词,The reason for the desire for proximity,追求（物理）邻近的原因,proximity 邻近、接近（正式）；同根词 approximate 近似的。
139,多义,hosting servers in the same data centers,把服务器托管在同一数据中心,host 本句义“托管、放置（设备/服务）”（计算机用语）；常见义“主人；主持”。
139,术语,Financial Information eXchange (FIX) protocol,金融信息交换协议（FIX协议）,1992年始于富达与所罗门兄弟的电文标准，现为全球银行、资管与交易所电子交易通信的通用协议；实现该协议的软件称 FIX engine。
139,词组,the method of choice for real-time electronic communication,实时电子通信的首选方法,of choice 首选的、公认最合适的（如 the weapon of choice）。
139,文化,not all FIX engines are created equal,并非所有FIX引擎都生来平等（水平参差不齐）,仿美国《独立宣言》名句 all men are created equal 的句式。
139,多义,a fair number of quants land in each camp,相当多的量化机构分属两个阵营,land in 本句义“落入、归入”；camp 本句义“阵营”；常见义“营地”。指自建与外购两派。
140,术语,off-the-shelf order management systems (which process and manage trades),现成的订单管理系统（OMS）,off-the-shelf 货架现货、拿来即用的；OMS 负责处理和管理订单与成交记录。
140,生词,it is a more rigid process,这是一个更僵硬、缺乏灵活性的过程,rigid 刚性的、难以更改的；硬件一旦定制就难以改动，与软件的灵活相对。
140,多义,"make their algorithms, databases, and execution software leaner",把算法、数据库和执行软件做得更精简,lean 本句义“精简、无冗余的”（如精益生产 lean production）；常见义“倾斜；瘦”。
140,生词,more easily configurable,更易配置的,configurable 可配置的；configure 配置（软硬件参数）。Linux/UNIX 因此比 Windows 更受量化机构青睐。
140,多义,a categorically faster processor,速度快出一个档次的处理器,categorically 本句义“绝对地、整整一个类别地”；常见义“断然地（否认）”。
140,词组,have been pressed into service for many applications,被征用于许多用途,press into service 强征来用、临时启用（原指强征入伍）。
140,难句,"Since then, Graphics Processing Units (GPUs), which drive the video cards found in our computers, have been pressed into service for many applications, from bitcoin mining to large language models (LLMs) and also to quant investing, because GPUs are designed to operate in a massively parallel manner, which make tasks like training machine-learning models much faster.",自那以后，驱动电脑显卡的图形处理器（GPU）被征用于从比特币挖矿到大语言模型（LLM）再到量化投资的诸多用途，因为GPU天生为大规模并行运算而设计，这使得训练机器学习模型之类的任务快得多。,which drive... 非限定性定语从句插入主谓之间；from... to... and also to... 三项列举；massively parallel 大规模并行；句末 which 指代前述设计特性。
140,术语,"Both brokers and execution vendors do, in fact, charge",（执行服务）供应商,vendor 供应商、卖方；do + 动词原形表强调（确实收费）。
141,语法,more times as much per share to trade through a third party’s algorithms than to trade using one’s own,通过第三方算法交易，每股成本往往是用自家算法的五倍以上,cost five or more times as much... than... 倍数 + as much 的比较结构（规范写法用 as...as，此处口语化接 than）；using one's own 方式状语。
141,词组,Execution is where the rubber meets the road for a quant system,执行是量化系统“见真章”的实战环节,where the rubber meets the road 轮胎接触路面之处，喻理论接受实践检验的关键点。
141,多义,those managing significant sums,管理大额资金的人,sum 本句义“金额、款项”；常见义“总和”。significant 此处=数额可观的。
141,生词,a fruitful area of research,富有成果的研究领域,fruitful 多产的、富有成效的，fruit（果实）的引申。
141,生词,our stroll through inside of the black box,我们在黑箱内部的这番漫步,stroll 悠闲的散步，喻全书对黑箱各模块的逐一巡览。
141,术语,clearing fees also apply for management of settlement and holding positions for clients as a custodian,清算费,clearing 清算（成交后的对账与交收安排）；settlement 结算交割；custodian 托管人，代客保管头寸与资产的机构。
141,术语,Stock loan fees also sometimes create revenue,券源借出费,经纪商把股票借给做空者收取的费用，是其客户业务的收入来源之一。
141,生词,The term “locked” is itself a misnomer,“锁定”一词本身就是个误称,misnomer 名不副实的叫法；mis- 错 + -nomer 命名（同源 nominate）。锁定市场并无冻结之意，只是买卖价差为零。
142,术语,a Securities Information Processor (SIP),证券信息处理系统（SIP）,汇总各交易所报价、生成官方合并行情的软件系统；美股中如 UQDF 与 CQS。
142,术语,Unlisted Trading Privilege,非上市交易特权（UTP）,允许交易所交易未在本所上市的证券（此处指纳斯达克上市股票）的制度安排。
143,生词,old adage,格言；谚语,adage 指流传已久的老话；近义词 proverb、saying；old adage 是习惯搭配。
143,术语,input/output model,输入/输出模型,源自计算机科学的概念：系统接收输入、经内部处理产生输出；同样的输入应产生一致的输出。
143,生词,econometricians,计量经济学家,econometrics（计量经济学）＝economy＋metrics，用统计方法研究经济数据；-ician 表从业者，如 statistician。
143,词组,On receipt of these data,一收到这些数据,on receipt of＝as soon as ... is received，正式书面用法；类似结构 on arrival、on request。
143,难句,"On receipt of these data, the black box processes them for use by the alpha, risk, transaction cost, portfolio construction, and execution models that constitute the internal organs of the quant trading machine.",一收到这些数据，黑箱就对其进行处理，供构成量化交易机器“内脏”的阿尔法、风险、交易成本、组合构建和执行模型使用。,主干 the black box processes them；for use by... 说明用途；that constitute... 定语从句修饰五个并列的 models；them 指代前文 these data。
143,多义,the internal organs of the quant trading machine,量化交易机器的内脏,organ 本句义“器官”（比喻各模型是机器的内部器官）；常见义还有“风琴；机构刊物”。
143,术语,data feed handlers,数据接收处理程序,把外部数据源推送的原始数据转换成系统内部可存储、可使用格式的软件模块。
144,词组,It is difficult to overstate the importance of data,数据的重要性怎么强调都不为过,overstate＝夸大其词；difficult/hard to overstate 是常见修辞：无论说得多重都不算夸张；反义 understate。
144,多义,dictates what you can do with the system,决定；硬性规定,dictate 本句义“决定、支配”（主语是物）；常见义“口述；发号施令”。
144,语法,To the extent that you are given data that focus on macroeconomic activity,只要你拿到的是聚焦宏观经济活动的数据（在此限度内）,to the extent that 引导条件状语：“在…成立的限度内”；主句结论的适用程度取决于该条件成立的程度。
144,难句,"U.S. GDP data, even if these give you some small clue about the consumption of corn, will also tell you very little about what is happening in corn futures: besides the small correlation that may exist between GDP growth and corn consumption, there is no information in GDP data about the supply side of the equation.",美国GDP数据即便能给你一点关于玉米消费的线索，也几乎说明不了玉米期货正在发生什么：因为除了GDP增长与玉米消费之间可能存在的微弱相关外，GDP数据里没有任何关于供给端的信息。,主干 U.S. GDP data ... will tell you very little about...；even if... 为插入的让步从句；冒号后解释原因；the supply side of the equation 比喻“问题的供给一端”。
144,生词,an important determinant,重要的决定因素,determinant＝决定性因素（名词）；动词 determine；形近词 determined（坚定的）。
144,词组,go about doing it,着手去做；具体开展,go about doing sth＝处理、开展某事，侧重“怎么下手”；比 do 更强调方式方法。
144,文化,the failure of the Mars Climate Orbiter (MCO) in 1999,1999年火星气候探测器坠毁事件,NASA 探测器因两个团队分别使用公制（牛顿）与英制（磅力）单位、数据未换算而偏离轨道烧毁，成为“坏数据毁掉好系统”的经典案例。
145,生词,thrusters,推进器,thruster＝航天器上用于调整姿态和轨道的小型发动机；动词 thrust（推）。
145,词组,the satellite drifted off course,卫星偏离了航线,drift＝不受控地缓慢漂移；off course＝偏离既定路线；辨析 of course（当然）。
145,词组,In the aftermath,在事件之后；善后阶段,aftermath 特指灾难、重大事件之后的一段时期及其后果；常用 in the aftermath of。
145,生词,countless squandered hours of research,被白白浪费的无数研究时间,squander＝挥霍、糟蹋（时间、金钱、机会）；比 waste 更强调可惜地浪费掉。
145,难句,"If the data have serious problems, it will be impossible to tell whether a system being tested, no matter how sophisticated the testing nor how elegant the model, is good or bad.",如果数据本身有严重问题，那么无论测试多么精密、模型多么优雅，都不可能判断被测系统是好是坏。,whether 从句的主语 a system being tested 与表语 is good or bad 之间插入 no matter how... nor how... 让步结构，造成割裂；nor 承接否定并列。
145,生词,interconnectedness,相互关联性,inter-（相互）＋connected＋-ness；指黑箱各组件看似独立、实则彼此牵连的性质。
145,生词,seemingly disparate pieces,看似互不相干的各个部分,disparate＝迥异的、彼此不相干的；形近词 desperate（绝望的）。
145,生词,intentionally discretizing what could be more integrated,有意把本可更一体化的东西拆成离散模块,discretize＝离散化，把连续整体切分为独立单元；形容词 discrete（分立的），辨析 discreet（谨慎的）。
146,多义,the dispersion of individual stock prices,个股价格的离散度,dispersion 本句义为统计上的“离散程度”——个股走势彼此分化的幅度；常见义“驱散；散布”。
146,术语,order book,订单簿,某一标的在交易时段内全部买卖挂单（含价格与数量）的连续记录。
146,术语,all bids and offers,全部买盘报价与卖盘报价,bid＝买方出价，offer（ask）＝卖方要价；两者及各自数量构成订单簿的内容。
146,难句,"However, what all types of data have in common is that they are expected to hold some usefulness in helping to determine the price of an instrument in the future, or at least to describe the instrument in the present.",不过，所有类型的数据都有一个共同点：人们期望它们对判断某一标的未来的价格有些用处，或至少能刻画该标的当前的状况。,主语是 what 引导的名词性从句；表语为 that 从句；hold usefulness in doing＝在…上有用处；or at least 引出退一步的并列。
146,生词,a reasonable taxonomy of fundamental data,一套合理的基本面数据分类体系,taxonomy＝分类学、分类框架；源于生物学物种分类，引申为对任何事物的系统归类。
146,术语,"financial health, financial performance, financial worth, and sentiment",财务健康、财务业绩、财务价值与情绪,基本面数据最常见的四类：偿债与资产负债状况、盈利表现、内在价值指标、市场参与者的看法。
146,术语,ratios of accruals to total revenue,应计项目与总营收之比,accruals＝应计项目，按权责发生制入账但尚无现金流对应的科目；占比高低常被用作盈利质量信号。
146,术语,the implied volatility of the options on a stock,（个股期权的）隐含波动率,由期权市场价格反推出的波动率预期，此处被归为情绪类数据。
147,术语,in-house data,自有数据,机构自身交易活动产生的内部数据（如历史成交记录），可用于校准交易成本模型等。
147,术语,fill prices,成交价格,fill＝订单被执行成交；fill price 即每笔订单实际成交到的价格。
147,词组,fine-tuning a transaction cost model,微调（交易成本模型）,fine-tune＝细致调校使其更精准；源于乐器的精细调音。
147,术语,meta-data,元数据,描述其他数据的数据（如证券标识、分类信息），是正确使用主数据的前提。
147,术语,security master,证券主档,把各数据商对同一证券的不同标识映射到统一内部标识的主文件。
147,生词,It is not immutable over time,它并非一成不变,immutable＝不可变的（im- 否定＋mutable 可变的）；同根词 mutation（变异）。
147,词组,flesh out the nascent category,把这个新兴类别展开细述,flesh out＝给骨架“添肉”、充实细节；flesh 本义为肉。
147,生词,nascent,新兴的；萌芽期的,指刚出现、尚未成形的事物；源自拉丁语“出生”，同根 renaissance（复兴）。
147,词组,brought to bear,投入运用到,bring sth to bear (on)＝把资源、力量施加于某处；bear 此处不是“忍受”。
147,术语,web scraping,网页抓取,用程序自动从网页提取机器可读数据的技术；scrape 本义“刮取”。
147,术语,anonymized clickstreams,匿名化点击流,clickstream＝用户在网上连续点击行为的轨迹数据；匿名化后作为另类数据出售。
147,术语,prime brokerages,主经纪商,为对冲基金提供融资、托管、清算等一揽子服务的投行部门；此处指它们把客户汇总的情绪与资金流数据卖给其他客户。
149,词组,It bears noting that,值得一提；值得注意的是,bear noting/mentioning＝值得被提及；bear 此处义为“承受得起、配得上”。
149,生词,subtle cues of intonation,语调中的细微线索,intonation＝说话的语调起伏；cue＝暗示、提示信号（辨析 queue 队列）。
149,多义,figure prominently,占据重要位置,figure 本句为动词“占有一席之地、出现”；常见义为名词“数字；人物；图表”。
149,语法,"as these techniques have advanced and matured, so has the number of potential datasets available to quant firms exploded",随着这些技术不断进步成熟，量化公司可用的潜在数据集数量也随之爆炸式增长,"as..., so＋助动词＋主语 的倒装结构，表“随着…，…也同样”；正常语序为 the number ... has exploded。"
149,术语,alternative data,另类数据,传统行情与财报之外的新型数据源（卫星图像、信用卡消费、网络流量等）。
149,难句,"In general, the so-called “alternative data” game remains largely an exercise in getting faster and more robust indicators of sentiment (or other types of fundamentals already described), so we believe that sources such as this are still fundamental in nature.",总体而言，所谓“另类数据”这场游戏，很大程度上仍是在寻找更快、更稳健的情绪指标（或前述其他类型的基本面指标），因此我们认为这类数据源本质上仍属基本面数据。,主干 the game remains an exercise in...；exercise in doing＝一场…的活动；括号补充并列对象；so 引出结论从句；in nature＝就本质而言。
149,生词,This is not to diminish the ingenuity,这并非要贬低（他们的）巧思,ingenuity＝独创性、巧妙才思；辨析 ingenuous（天真坦率的）、genius（天才）。
149,生词,"on the cadence of weeks, months, or quarters",以周、月或季度的节奏（发布）,cadence 本义音乐的节奏、韵律，引申为事件发生的固定频率。
149,生词,discern,辨识；洞察,＝看出、识别出不明显的差别；名词 discernment，形容词 discernible（可辨识的）。
149,生词,these differing periodicities,不同的（数据）更新周期,periodicity＝周期性、出现频率；行情类数据高频刷新，基本面数据按周、月、季更新。
149,词组,a handy rule of thumb,好用的经验法则,rule of thumb＝凭经验的粗略法则，非精确规定；handy＝顺手好用的。
149,术语,raw data from the primary sources,来自一手数据源的原始数据,primary source＝数据的原始产生方（交易所、监管机构、政府等）；与二手、三手数据商相对。
150,难句,"It would require building connectivity to every primary source, and if we are speaking about trading multiple types of instruments (e.g., stocks and futures) across multiple geographical markets and exchanges, the number of data sources can explode.",这需要与每一个一手数据源建立连接，而如果要跨多个地域市场和交易所交易多类工具（如股票和期货），数据源的数量就会爆炸式增长。,"and 连接两个分句；第二分句内嵌 if 条件从句，插入语 (e.g., stocks and futures) 举例；explode 此处喻数量激增。"
150,术语,timestamps,时间戳,标记每条数据产生或到达时刻的记录，是排序与回测的关键。
150,术语,open interest,未平仓合约量,期货、期权市场上尚未平仓的合约总数，反映市场参与规模。
150,术语,short interest,空头持仓量,某只股票当前被卖空且尚未回补的股数。
150,多义,licensing out,对外授权（出售数据使用权）,license 本句为动词“发放使用许可以收费”；常见义为名词“执照”。
150,术语,client order flows,客户订单流,经纪商客户的下单方向与规模信息，可用于推断技术情绪。
150,生词,unwittingly,不知不觉地；并非有意地,un-＋witting（知情的）；指网站“无意中”向爬虫提供了数据；辨析 unwillingly（不情愿地）。
151,词组,a sneak peak as to which companies,提前一窥哪些公司（更可能超预期）,sneak peek＝抢先看、先睹为快（原文拼作 peak，标准拼法是 peek）；as to＝关于。
151,词组,beat or miss earnings expectations,盈利超出或不及预期,beat＝好于分析师预期，miss＝差于预期；财报季高频表达。
151,生词,innumerable,数不清的,in-（否定）＋numerable（可数的）；＝countless。
151,生词,proliferate,激增；不断扩散,指数量快速增多、蔓延；名词 proliferation（如 nuclear proliferation 核扩散）。
151,多义,these are largely generic,这些（模型）大多是通用的,generic 本句义“通用而非定制的”；常见义“无品牌的；泛泛的”（如 generic drugs 仿制药）。
151,难句,"More interestingly (and less commonly), one can juxtapose different alpha’s signal strengths with the transaction costs of the resulting trades, or even the simple profitability of that trade to garner further insights from such house-generated data.",更有意思（也更少见）的做法是：把不同阿尔法的信号强度与相应交易的交易成本、甚至该笔交易的直接盈亏并置对比，从这些机构自产数据中获得更多洞见。,"主干 one can juxtapose A with B, or even C；transaction costs 与 the simple profitability 并列作 with 的宾语；to garner... 表目的；插入语 (and less commonly) 补充语气。"
151,生词,juxtapose,并置对比,把两样东西摆在一起以作比较；名词 juxtaposition（并列对比）。
151,生词,garner further insights,收获更多洞见,garner＝收集、赢得（原义把谷物入仓）；常见搭配 garner support/attention。
151,词组,glean the effects,一点点搜集（自己对市场造成的）影响,glean 原义拾麦穗，引申为费力地一点点收集信息、探知情况。
151,术语,secondary data vendors,二级数据商,把一手来源的数据整理成统一数据库后再授权出售的供应商。
151,术语,a SEDOL code,SEDOL 证券识别码,伦敦证交所每日官方清单代码，英国和爱尔兰股票的证券标识符。
152,文化,the Olive Garden,橄榄园（美国连锁意式餐厅）,Darden Restaurants 旗下品牌，同门还有 Ruth’s Chris、The Capital Grille；作者以信用卡数据推断母公司业绩为例。
152,多义,the bottom line,净利润；最终盈亏,本句义为损益表最后一行的“净利润”；常见义“底线；要点”。
152,词组,roll them up correctly,把它们正确地逐级汇总,roll up＝把分项数据向上聚合成总数；此处指把各品牌数据汇总到母公司层面。
152,术语,back-testing,回测,用历史数据模拟检验策略过去表现的过程。
