page,type,raw,translation,note
123,生词,in trading parlance,用交易行话来说,parlance = 某一行业/圈子的说法、用语
124,术语,adding an order to the best bid or offer is known as joining it; placing an order that constitutes a new best bid or offer is known as improving,跟价挂单 / 改善报价,joining = 把订单挂到现有最优价上排队；improving = 挂出更优价格成为新的最优报价
124,术语,a so-called micro price or fair value for an instrument,微观价格,按买卖挂单量失衡加权计算的公允价格，比中间价更能反映真实价值
124,多义,"the best bid has 10,000 units quoted, while the best offer has only 1 unit quoted",最优买价挂了1万单位而最优卖价只挂了1个单位,"quote 此处=报价、挂出（动词），不是""引用""；quoted price = 挂牌价"
124,术语,the imbalance between bids and offers in the limit order book,订单簿中买卖挂单的失衡,买盘量与卖盘量的不平衡，判断短期价格压力方向的信号
124,生词,given the plethora of exchanges and their rules,鉴于交易所及其规则名目繁多,plethora = 过多、大量（多到繁杂）
124,多义,other order types are retired,另一些订单类型被停用下线,"retire 此处=（产品/类型）退役、停用，不是""退休"""
124,术语,hidden orders are a way to mask one's limit orders from the market,隐藏订单,不在订单簿显示的限价单；代价是同价位排队优先级低于可见订单
124,词组,to hide one's hand in terms of buy/sell intentions,不亮底牌（隐藏买卖意图）,扑克比喻：hand = 手牌；show/hide one's hand = 亮牌/藏牌
124,词组,he gives away a bit of information,他就泄露了一点信息,"give away = （无意中）泄露；另一义""赠送"""
125,术语,one algorithmic trading technique that utilizes hidden orders is known as iceberging,冰山订单策略,把一张大单剁成许多小单、大部分以隐藏单挂出——如同冰山只露一角（tip of an iceberg）
125,术语,market-on-close orders,收盘市价单,指示经纪商在当日收盘集合竞价时以市价释放的订单
125,术语,stop limit orders,止损限价单,先等标的成交到预设触发价，再挂出限价单
125,术语,a fill-or-kill order ... an all-or-none order,FOK（全额立即成交否则撤单）/ AON（全额成交否则保留）,都要求一次性全额成交；区别：FOK 不满足立即自动取消，AON 不满足则继续挂着不动
125,术语,a good-till-canceled order,GTC（撤销前有效）订单,不随当日收盘自动失效，可持续数日数周直到交易者主动撤单
125,多义,there are also modifiers to orders,订单还可以加附加条件,"modifier 此处=附加在订单上的执行条件，不是语法术语""修饰语"""
125,词组,to stay abreast of the latest order types available,及时跟进了解最新的订单类型,abreast = 并肩、齐头；keep/stay abreast of = 与最新动态保持同步
125,语法,the more execution-intensive a strategy is,"策略越是""执行密集型""","名词+-intensive = …密集型的（labor-/capital-/execution-intensive）；配合 the more..., the more... 结构"
125,术语,intermarket sweep orders (ISOs),跨市场扫单指令（ISO）,自建合并订单簿并自担合规检查的交易者获准使用的指令，可绕过官方慢速数据正确挂单
125,术语,the Regulation National Market System (NMS),全美市场系统规则（Reg NMS）,美国股市监管框架：要求各交易所行情联通、禁止锁定市场等；2007年实施
125,术语,a ban on so-called locked markets,锁定市场,同一股票最优买价等于最优卖价却互不成交的状态；Reg NMS 禁止挂出造成锁定的订单
126,术语,the consolidated book / the publicly available consolidated limit order book,合并订单簿,把所有交易所挂单汇总成的全市场订单簿；consolidate = 合并汇总
126,术语,direct data feeds from each exchange,来自各交易所的直连行情数据源,feed = 持续推送的数据流；直连数据比官方合并数据更快
126,词组,anticipating that the price of WXYZ is set to rise,预计WXYZ的价格即将上涨,be set to do = 即将、势必要
126,词组,let it suffice to say that ...,这里只需说…（就够了）,suffice = 足够；用于点到为止地给出结论
126,术语,broker-dealers have the right to recognize a given client's ability,经纪自营商,既可代客交易（broker）又可自营买卖（dealer）的持牌券商
126,术语,they perform their own compliance checks,他们自行完成合规检查,compliance = 合规；compliant with = 符合（法规）；金融机构的合规部门即此词
126,多义,they are allowed to use the ISO flag on their orders,获准在订单上打ISO标志位,"flag 此处=计算机含义""标记/标志位""，不是""旗帜"""
126,词组,"hit the offer of $100.00 on 3,000 shares",主动打掉100.00美元价位上3000股的卖单,hit = 主动成交对手方挂单；常见说法：hit the bid（打到买价卖出）/ lift the offer（抬走卖价买入）
126,难句,"However, because a piece of software that Reg NMS requires exchanges to use to communicate with one another regarding the aggregated limit order book is slow, the 3,000 share offer will not disappear immediately from the consolidated book.",然而，由于Reg NMS要求各交易所用来相互通报合并订单簿的那套软件运行缓慢，这笔3000股的卖单不会立即从合并订单簿中消失。,because 从句主语中心词是 a piece of software，后接嵌套定语从句 that Reg NMS requires exchanges to use（require sb to do）+ 目的状语 to communicate...，真正谓语是 is slow——长主语先找谓语
127,生词,a large order costs disproportionately more to execute than a small order,大单的执行成本不成比例地高于小单,dis+proportion（比例）+ately：成本随单量超线性增长
127,词组,demand for liquidity starts eating into more and more expensive supplies of liquidity,对流动性的需求开始蚕食越来越贵的流动性供给,eat into = 逐步侵蚀、消耗（利润、储蓄、流动性）
127,多义,spreading the orders out over a window of time,把订单摊开在一段时间窗口内分批下,spread out = 分散摊开；⚠与名词 spread（买卖价差）区分；window of time = 时间窗口
127,多义,the exact size of the chunks that are sent to market,"发到市场的每个子单""块""的具体大小","chunk = 大块→大单拆分出的子单；与IT用语""分块""同源"
127,多义,warrants taking on more of it quickly,值得快速多吃进一些仓位,"take on = 承接、吃进（头寸/风险/任务），不是""呈现"""
127,多义,sweeping through multiple levels of the order book,横扫吃穿订单簿的多档价位,sweep = 扫单：连续吃掉多个价位的挂单；ISO 名称中的 sweep 即此义
127,术语,a whole field of work in the area of smart order routing,智能订单路由,实时判断把订单发往哪个流动性池最有利的技术；route = 把订单发送至某场所
127,生词,it was enacted in 2007,该规则于2007年颁布实施,enact = （法律法规）颁布、使生效；en+act（法案）
127,难句,"For example, a trader might find that taking whatever liquidity is available at the best offer (on a buy trade, for example) and then waiting for others to step in and offer the same price a moment later could allow the same volume of shares to be acquired at whatever the best offer was at the time that the first piece of the order was executed, rather than a worse average price achieved by sweeping through multiple levels of the order book.",例如，交易者可能发现：先吃掉最优卖价上现有的全部流动性（以买入为例），再等其他人稍后进场在同一价位重新挂卖，就能让同样数量的股票全部按第一笔成交时的最优卖价买到，而不是以扫穿订单簿多档价位换来的更差均价成交。,"that 从句里两个动名词短语（taking... and then waiting...）并列作主语，谓语是 could allow；whatever the best offer was = 名词性从句""当时最优卖价是多少就按多少""；rather than 引出对比"
128,生词,must be displayed by all pools of liquidity concurrently,必须由所有流动性池同时展示,concurrent = 同时发生的、并发的；⚠形近 currently（目前）
128,术语,many other markets in which a fragmented structure exists,许多存在碎片化结构的其他市场,fragmented market = 同一标的在多个场所交易、流动性分散的市场
128,生词,temporal or longer-lived differences,时间上短暂的或更持久的差异,temporal = 时间上的、一时的；⚠形近 temporary（临时的）；-lived = 存续…的
128,术语,the depth of liquidity for a given name may vary tremendously,某只标的的流动性深度可能变化极大,"depth = 盘口深度：各档价位上挂单量的""厚度"""
128,多义,exchanges can be categorized as being lit or dark,"交易所可分为""明""与""暗""两类","lit = light 的过去分词""点亮的""→公开展示订单簿报价的（明池交易所）"
128,词组,given the rise to prominence of dark liquidity pools,鉴于暗池流动性的迅速崛起,prominence = 显要地位；rise to prominence = 崭露头角、变得举足轻重
128,多义,most retail orders are filled by contracted market makers,大多数散户订单由签约做市商成交,retail 此处=散户的（零售→个人投资者）；与 institutional（机构的）相对
128,词组,which has made for an interesting storyline to watch,这造就了一条值得关注的故事线,make for = 促成、造就；storyline = 剧情线→引申指行业演变动态
128,多义,there is a battle being waged between exchanges and dark pools,交易所与暗池之间正上演一场争斗,"wage 动词=发动、进行（战争/斗争），与名词""工资""无关；wage war/battle 固定搭配"
128,难句,"Thinking back to what we described in ""Aggressive versus Passive"" about the shape of an order book factoring into a prospective participant's trading decision, giving no information about your order to the rest of the marketplace is clearly beneficial.","回想我们在""激进与被动""一节所讲的——订单簿形态会被潜在参与者纳入交易决策——那么不向市场其他人透露你订单的任何信息显然是有利的。","句首 Thinking back to... 是分词状语；真正主语是动名词短语 giving no information...；an order book factoring into... = 动名词复合结构（""订单簿形态被纳入考量""这件事）"
129,术语,DMA access,直接市场接入,Direct Market Access：使用经纪商的服务器和通道，订单直连交易所各成交场所
129,术语,colocation,服务器托管；共置,把交易服务器放在物理上尽量靠近交易所（常在同一数据中心）以降低延迟；高频策略标配
129,多义,routing orders through them,（经服务器）路由/传送订单,route 作动词=按路径发送（网络用语），不是名词的路线
129,生词,the desire for proximity,对（物理）邻近的追求,approximate 同根；proximity = 邻近、接近
129,难句,The reason for the desire for proximity is quite literally to cut down to as short as possible the distance that the order must travel—at the speed of light—over the communication lines between the quant's server and the exchange.,追求物理上靠近交易所的原因十分直白：就是要把订单必须走过的距离——以光速沿量化机构服务器与交易所之间的通信线路传输——压缩到尽可能短。,cut down to as short as possible the distance = 宾语后置（正常语序 cut the distance down to as short as possible）；破折号插入语先跳过读主干
129,术语,Financial Information eXchange (FIX) protocol,金融信息交换协议（FIX协议）,1992年起源的电子交易通信标准：订单与执行信息的通用报文格式；开源免费
129,词组,the method of choice,首选方法,of choice = 首选的、公认最佳的（the weapon of choice 同款结构）
130,文化,not all FIX engines are created equal,并非所有FIX引擎都生来平等（水平参差不齐）,化用美国《独立宣言》名句 all men are created equal
130,多义,a fair number of quants land in each camp,相当多的量化机构分属两个阵营,camp = 阵营（自建派 vs 购买派）；land in = 落入；a fair number of = 不少
130,生词,it is a more rigid process,更僵硬、缺乏灵活性的,硬件一旦定制便难以更改；rigid = 刚性的
130,多义,make their algorithms ... leaner,把算法做得更精简,lean 本义瘦的→（系统/组织）精简无冗余；名词 leanness = 精简性
130,多义,a categorically faster processor,速度快出一个档次的处理器,categorically 此处=绝对地、无可争议地；另一常见义=断然（否认）
130,词组,have been pressed into service,被征用；被投入使用,原指强征入伍→把某物挪作他用（GPU 被用于量化交易）
131,词组,Execution is where the rubber meets the road,见真章的关键实战环节,美式习语：轮胎接触路面之处=理论真正落地、经受检验的地方
131,多义,those managing significant sums,管理大额资金的人,sum 名词=金额；significant sums = 巨额资金；不是求和
131,术语,execution vendors,（执行服务）供应商,vendor = 服务/产品的卖方；书中高频：data vendor 数据商、execution vendor 执行服务商
131,生词,a fruitful area of research,富有成果的研究领域,fruit→fruitful 硕果累累的
131,生词,our stroll inside the black box,我们在黑箱内部的这番漫步,stroll = 散步；作者把全书讲解比作带读者在黑箱里遛了一圈
131,难句,It can often cost five or more times as much per share to trade through a third party's algorithms than to trade using one's own.,通过第三方算法交易，每股成本往往是用自家算法交易的五倍以上。,it 为形式主语，真主语是 to trade...；times as much ... than 为口语化倍数比较（规范写法 as ... as）
133,难句,"I'd sell you my kids before I'd sell you my data, and I'm not selling you my kids.",我宁可把孩子卖给你也不会把数据卖给你——而我可不打算卖孩子。,would do A before B = 宁可A也绝不B；后半句幽默兜底，强调数据之珍贵
133,术语,input/output model,输入/输出模型,计算机科学概念：信息处理器与外界通信的方式；同样的输入应得到同样的输出
133,词组,On receipt of these data,一收到这些数据,= upon receiving；receipt = 收到（不只是收据）
133,多义,the internal organs of the quant trading machine,量化交易机器的内脏,把阿尔法、风险、成本、组合构建、执行各模型比作器官；organ = 器官，不是风琴
133,术语,data feed handlers,数据接收处理程序,把数据源传来的数据转换为系统各模块可存储、可使用格式的软件
133,词组,It is difficult to overstate the importance of data,数据的重要性怎么强调都不为过,difficult to overstate = 再怎么夸大也不算过分；⚠overstate（夸大）与 understate（轻描淡写）相对
134,生词,storage and retrieval,存储与检索,retrieve = 取回；数据库两大基本操作
134,文化,the failure of the Mars Climate Orbiter (MCO) in 1999,1999年火星气候探测器坠毁事件,著名工程事故：一个团队用公制单位（牛顿）、另一团队用英制单位（磅力），2亿美元探测器偏离轨道烧毁；作者以此说明坏数据毁掉好模型
134,生词,the software that controlled the craft's thrusters,（飞行器的）推进器,thrust（推力）+ -er；craft = 飞行器
134,词组,the satellite drifted off course,卫星偏离了航线,drift = 漂移；off course = 偏离既定路线；⚠course 航线 ≠ coarse 粗糙的
134,词组,In the aftermath,在事件之后；善后阶段,aftermath 原指割草后再生的草→灾难余波、后果
135,词组,as many decimal places as you care to see,你想看多少位小数都行,as ... as you care to = 随你想要多少；care to do = 愿意做
135,生词,timeliness is critical,及时性至关重要,timely（及时的）→timeliness；量化交易全靠时机，数据到得快不快是命门
135,语法,what good is the model?,这模型还有什么用？,what good is X = X 有何用处；good 作名词（用处）的倒装疑问句
135,生词,countless hours of squandered research,被白白浪费的无数研究时间,squander = 挥霍、浪费
135,生词,invalid theorization,站不住脚的理论构建,theorize（建立理论）→theorization；基于坏数据会推出错误理论
135,生词,expend significant resources,投入大量资源,⚠expend（花费、耗费）≠ expand（扩张）
135,术语,collect their own data from primary sources,一手数据源,直接从交易所、监管机构等源头采集，而非向数据商购买
135,术语,the entire order book,订单簿,某标的全天所有买价/卖价及对应数量的连续记录
135,难句,"If the data have serious problems, it will be impossible to tell whether a system being tested, no matter how sophisticated the testing nor how elegant the model, is good or bad.",如果数据有严重问题，那么无论测试多么复杂、模型多么优雅，都无法判断被测系统究竟是好是坏。,主干 whether a system ... is good or bad 中间插入 no matter how ... nor how ... 让步状语；先跳过插入语找到 is
136,术语,a company's balance sheet,资产负债表,主要用于反映公司财务健康状况（financial health）
136,术语,"budget, trade deficit, or personal savings data",贸易赤字,进口大于出口的差额；与预算、居民储蓄并列衡量一国财务健康
136,术语,ratios of accruals to total revenue,应计项目,权责发生制下已确认但未实际收付的项目；应计占比高常被视为盈利质量差的信号
136,词组,the amount of cash on hand,手头现金；在手现金,on hand = 现有的、手头持有的
136,多义,How analysts rate a stock,分析师如何给股票评级,rate 作动词=评级、打分，不是名词比率
136,术语,the buying and selling activity of company insiders,公司内部人,高管、董事、大股东等；其买卖行为是情绪数据的一种
136,多义,systematically parse these stories,（用程序）解析这些新闻报道,parse = 计算机对文本做结构化分析并提取信息，不只是看懂
137,生词,not to diminish the ingenuity of those who developed such ideas,（无意贬低其）巧思,ingenious（巧妙的）→ingenuity；⚠≠ingenuous（天真坦率的）
137,生词,these differing periodicities,不同的（数据）更新周期,period→periodicity；价格数据按日/日内刷新，基本面数据按周/月/季刷新
137,词组,a handy rule of thumb,好用的经验法则,拇指估测长度的典故→不精确但实用的法则；handy = 顺手好用的
137,词组,to bear in mind when looking at a quant strategy,记在心里；牢记,bear = 怀有、持有；= keep in mind
137,术语,short interest,空头持仓量,某股票被做空且尚未回补的总股数
137,术语,timestamps,时间戳,标记每条数据发生时刻的标签；时间戳出错是常见数据问题
137,多义,filings related to large owners of individual stocks,（向监管机构提交的）备案文件,file 作动词=向监管提交；filing = 申报材料，不是文件夹
138,多义,House-created data,自家制作的数据,house 此处=公司自家（与 in-house 同源），不是房子
138,多义,quantified databases that they then license to quant traders,把（数据库）授权给量化交易者使用,license 作动词=有偿许可使用，不是名词执照
138,术语,security master,证券主档,把不同数据商对同一证券的不同标识映射为唯一标识的主文件
138,词组,still other firms have cropped up,冒出来；涌现,crop = 庄稼→像庄稼一样纷纷长出来
138,生词,tertiary data vendors,三级数据商,primary/secondary/tertiary = 一级/二级/三级；整合多家一二级数据商的数据统一供给量化机构
138,多义,a subject we will discuss in more detail presently,（我们）稍后（将详谈的话题）,⚠presently 此处=不久、稍后；另一义=目前；两义易混
138,语法,"as much benefit as they offer in terms of ease, tertiary data vendors do add another layer between the quant and the original data",尽管三级数据商在便利性上好处多多，但它们确实在量化机构与原始数据之间又加了一层。,as much benefit as they offer = 让步结构（= though they offer much benefit）；do add 的 do 表强调
139,生词,some of the following data problems seem egregious,（问题看起来）极其明显、严重,egregious = 出奇地坏、显眼地恶劣
139,词组,as we alluded to already,正如我们已经提到的,allude to = 间接提及、暗指；名词 allusion
139,多义,the system has nothing to go on,系统没有任何可依据的东西,go on 此处=作为依据（nothing to go on = 无凭无据），不是继续
139,生词,the system doesn't act rashly,（系统不会）轻率行事,rash = 鲁莽的；⚠rash 作名词另义=皮疹
139,多义,by withholding just some portion of the data,只缺失/扣下一部分数据,withhold = 扣住不给；预扣税 withholding tax 同源
139,生词,systems can make erroneous computations,错误的（计算）,error 的形容词形式
139,术语,interpolate what a reasonable value might be,插值,用缺失点前后的已知值推算中间合理值的数学方法；主要用于历史数据
139,术语,back-fill missing data points in a database,回填（缺失数据）,事后补齐历史数据库中的缺口
139,难句,"However, there is a very different implication to the model thinking the price is now zero (for example, if we were long the instrument, we'd be showing a 100 percent loss on the position) versus thinking that the price is unknown at the moment.",然而，模型认为价格现在是零（例如若持有多头，头寸就会显示亏损100%）与认为价格暂时未知，两者含义截然不同。,A versus B 对比结构；thinking 为动名词；括号内为虚拟举例（if we were ... we'd be ...）
140,生词,cause all sorts of other mayhem,引发种种混乱,mayhem = 大混乱（原为法律术语，指重伤害罪）
140,生词,if it suddenly and inexplicably jumped 100-fold,莫名其妙地（暴涨百倍）,explicable（可解释的）加否定前缀；100-fold = 百倍
140,术语,bad prints,坏点；错误成交记录,print = 成交记录（行话）；bad print = 实际从未发生或与实际不符的数据点
140,术语,spike filter,尖峰过滤器,识别价格中异常巨大的瞬间跳动并将其平滑或剔除的数据清洗工具；最常用的数据纠错手段
140,词组,either smooth these out or eliminate them altogether,把（尖峰）平滑掉,smooth 作动词=使平滑；altogether = 完全、彻底
140,词组,regained virtually all that ground in a matter of seconds,几秒内几乎收复全部失地,ground = 阵地→跌掉的价位；in a matter of seconds = 短短几秒之内
141,语法,dropped about 1.4 percent in a few seconds ... only to recover immediately,几秒内跌了约1.4%，结果却随即收复,only to do = 不料却、结果却（表出人意料的后续结果）
141,词组,a whole other ball of wax,完全是另一码事,美式习语：ball of wax = 一整摊事；两家数据源对不上时怎么办是另一个难题
141,术语,corporate actions such as splits and dividends,公司行为,拆股、分红、并购等影响股价与股本的公司事件；需独立跟踪并调整历史数据
141,术语,a ticker that splits 3:1,拆股（1拆3）,股数变三倍、股价约跌三分之二；数据商若不调整历史价格，系统会误以为一夜暴跌67%
141,多义,the human-oversight version of a spike filter,带人工监督的尖峰过滤器,⚠oversight 两义相反：监督/疏忽；此处=人工监督审核
141,多义,A spike filter might well have called this a bad print,（过滤器）很可能会把这判定为坏点,call 此处=判定、认定为；might well = 很有可能
142,多义,if the time series is shuffled,如果时间序列的顺序被打乱,shuffle = 洗牌→打乱次序
142,术语,look-ahead bias,前视偏差,误以为自己在当时就能知道实际上更晚才可知的信息；回测头号陷阱，本书反复讨论
142,生词,it derives from asynchronicity in the data,（数据中的）异步性,a-（否定）+ synchron（同步）：不同数据的时间没有对齐
142,术语,regulatory filings of financial statements (known as 10-Qs),10-Q季报,美国上市公司每季度向监管提交的财务报告；数据以季末为基准但四至八周后才发布
142,术语,making the result a strongly positive surprise,（业绩）大超预期,earnings surprise = 盈利意外：实际公布值与分析师预期之差；positive = 超预期
142,词组,getting yesterday's news the day before yesterday,在前天就拿到昨天的新闻,作者对前视偏差的俏皮概括：用了当时还不可能存在的信息
143,术语,In the back-test,回测,用历史数据模拟检验策略历史表现；⚠回测中最怕前视偏差
143,难句,"In the back-test, she sees that her model buys Acme in April because its P/E ratio looks appealing from April 1 onward, given the $1-per-share earnings result, even though the model would not have known about the $1 earnings figure until May 1 if she had been trading back then.",在回测中她看到模型4月就买入Acme——因为按每股1美元的盈利计算，4月1日起市盈率就显得诱人——尽管若她当时真在实盘交易，模型要到5月1日才可能知道这个盈利数字。,given = 考虑到、鉴于；would not have known ... if she had been trading = 对过去的虚拟；onward = 自…起
143,术语,making a Type I error,第一类错误,统计术语：把假当真（假阳性）；此处=误信一个其实靠数据错误撑起来的策略有效
143,术语,quants can put an artificial lag on the data,给数据加上人为滞后,故意延迟模型看到某数据的时间，以规避前视偏差
143,术语,careful tracking of the revision history,（数据的）修订历史,宏观数据（如失业率）发布后常被多次修订；回测须用当时的初始值而非修订值
144,词组,Europe tried to make up ground that Monday,试图追回失地/补涨,make up = 弥补；ground = 失去的阵地（跌幅）
144,词组,look-ahead bias seeps into the process,（偏差）悄悄渗入（研究过程）,seep = 液体渗漏→不知不觉地混入
144,术语,flat file,平面文件,二维表式数据库（类似电子表格）；结构简单、开销小，但只能顺序检索；indexed flat file = 加索引加速查找
144,多义,there is very little baggage or overhead to slow them down,拖慢系统的负担或开销很小,overhead 计算机义=额外开销；会计义=管理费用；不是头顶上方
144,生词,searched very easily,usually in a sequential manner,按顺序地（从第一行到最后一行） sequence（序列）→sequential 依次的
144,词组,The index gives the computer a sort of cheat sheet,小抄；速查表,考试小抄→帮助快速定位的辅助工具；此处比喻索引让搜索更聪明
144,术语,relational database,关系型数据库,支持数据集之间复杂关联关系的数据库，与平面文件相对；便于同一记录多表联动更新
144,生词,the countries of their domicile,（公司）注册地所在国,法律术语：住所地/注册地；⚠形近 domestic（国内的）
145,生词,slow and cumbersome,迟缓笨重的；繁琐的,cumber=拖累；形容系统或流程臃肿低效
145,多义,searches can span many tables,（搜索）可跨越多张表,span 动词=横跨、覆盖；名词义为“跨度”
145,术语,data cube,数据立方体,三维表：一轴列所有标的、一轴列属性（如收盘价）、一轴列日期，把全部数据存进一个立方体
145,多义,it hardwires certain relationships,把某些关系“写死”/固化,本义硬件布线；引申=预先固定、事后难改（导致 inflexibility 僵化）
145,术语,the method of querying the data,查询（数据）,query = 数据库查询，IT 高频词
145,多义,data are scarcely the most exciting part,绝算不上；几乎不是,scarcely = hardly；⚠形近 scarce（稀缺的）
145,多义,so integral and critical to everything quants do,不可或缺的,integral 此处=构成整体所必需的，不是数学“积分”
145,词组,we will dive into the research process,深入探讨,dive in(to) = 一头扎进去研究
145,难句,"Though data are scarcely the most exciting part of a quant strategy, they are so integral and critical to everything quants do and inform so much of how to think about a given quant system that they are well worth understanding.",尽管数据绝算不上量化策略中最有趣的部分，但它对量化的一切工作如此不可或缺、又如此深刻地影响着理解一个量化系统的思路，因此非常值得弄懂。,so ... that ... 结果状语从句；inform 此处=塑造/影响（认知），不是“通知”
147,文化,"Everything should be made as simple as possible, but not simpler.",凡事应尽可能简单，但不能简单过头。,爱因斯坦名言（本章题词）；量化界常引用：模型要简洁但不能简化到失真
147,词组,the best quants earn their laurels,赢得荣誉/声望,laurel=月桂冠（古希腊授予优胜者）；rest on one's laurels=躺在功劳簿上
147,难句,"It is in large part because of well-designed, rigorous, and tireless research programs that the best quants earn their laurels.",顶尖量化机构之所以能赢得声誉，很大程度上正是因为它们设计精良、严谨且永不停歇的研究体系。,It is ... that ... 强调句，强调 because of 引导的原因状语
147,生词,to scrutinize a well-conceived investment strategy,严格审视；细察,名词 scrutiny；监管与研究语境高频
147,生词,it forces rigor and discipline into ...,严谨,rigorous（严谨的）的名词；科研高频
147,词组,their adherence to the scientific method,对（科学方法）的恪守,adhere to = 遵循、坚持；本义“黏附”
147,多义,well-behaved quants,规范行事的（量化机构）,不是“乖巧听话”；指严格按科学方法做研究、不乱来的
147,词组,"research, which has its roots in the natural sciences",起源于；根子在,have one's roots in = 源自
148,词组,quants could easily be led astray by wishful thinking,被引入歧途,astray = 偏离正道；lead sb astray = 把人带偏
148,词组,wishful thinking,一厢情愿,只相信自己希望为真的结论；研究纪律的头号敌人
148,词组,"Put differently, the scientist sees a pattern in her observations.",换个说法；换言之,= in other words，句首独立成分
148,生词,the all-important testing of the theory,至关重要的,all- 前缀表加强=最要紧的
148,术语,"Karl Popper, the eminent philosopher of science, labeled this technique falsification.",证伪,波普尔科学哲学：科学不去“证明”理论，而是寻找能推翻理论的反例；disprove = 推翻、证否
148,生词,the eminent philosopher of science,杰出的；德高望重的,⚠三兄弟：eminent 杰出 / imminent 迫在眉睫 / immanent 内在固有
148,生词,superseded by Einstein's general relativity theory,取代,super（其上）+sede（坐）=后来者居上取而代之
148,生词,other then-known celestial bodies,天体的,celestial bodies = 天体；then-known = 当时已知的（then 作定语）
148,多义,stars in the outskirts of galaxies,（星系的）外缘,常见义=城市郊区；此处指星系外围区域
148,词组,"and lo and behold, she finds that the evidence does not contradict her theory",瞧！果不其然,古旧感叹语，常带调侃：结果还真是如此
148,难句,"But rather than looking to ""prove"" a theory, properly done science seeks to find the opposite of the consequences deduced, which would therefore disprove the theory.",但规范的科学不是去“证明”一个理论，而是去寻找与推演出的结论相反的证据，从而推翻（证伪）该理论。,rather than doing = 而不是…；consequences deduced 为过去分词后置定语（被推演出的结论）
149,生词,ensure that their research output is prolific,多产的；源源不断的,本义（作家、作物）高产；此处指研究成果持续产出
149,生词,the changing whims of the aggregate psychology,反复无常的念头,on a whim = 一时兴起；whimsical = 任性古怪的
149,生词,with as much rigor and forethought,深谋远虑,fore-（预先）+thought=事先的周密考虑
149,生词,most directly embodies the spirit of the scientific method,体现；具体化,em-（使入）+body（身体）=使抽象精神有了具体形态
149,多义,the migration of a researcher or portfolio manager from one quant shop to the next,（人才在公司间的）流动、跳槽,不是候鸟迁徙；指研究员带着想法在量化公司之间迁移
149,多义,there are sweeping moves in many markets,大幅度席卷式的（行情）,sweep 横扫→sweeping = 波澜壮阔的；另义“笼统的”（sweeping statement）
149,生词,he postulated that one could build a system,假定；提出主张,学术用词：把某命题设为推理的起点
149,词组,detect that these trends had begun and then ride the wave,乘浪而行；顺势而为,趋势跟踪的形象说法：抓住趋势后一路骑到底
149,多义,the first publicly held commodity fund,公开募集的；公众持有的,held = 被持有；与私人持有相对
149,难句,"Whether from regulatory changes, the changing whims of the aggregate psychology of investors and traders, the constant competition for alpha among traders, or whatever other phenomena, the markets are in fact highly dynamic processes.",无论是源于监管变化、投资者与交易员整体心理的反复无常、交易者之间对阿尔法的持续争夺，还是其他任何现象，市场实际上都是高度动态的过程。,"Whether from A, B, C, or D 四项并列作让步状语，主句压轴出现"
150,多义,spawned an industry that now manages hundreds of billions,催生；衍生出,本义（鱼类）产卵；引申=大量催生出（行业、公司、人才）
150,词组,the academic literature ... is replete with papers,充满；满是,= full of，书面语
150,多义,CFOs attempt to fudge their companies' earnings,做手脚；粉饰,本义乳脂软糖；动词=篡改、含糊蒙混（数据、账目）
150,多义,several now have strategies in their arsenal,（策略）武器库,本义兵工厂；引申=可动用的全部手段
150,生词,scouring academic journals,翻遍；地毯式搜寻,本义用力擦洗；引申=彻底搜罗
150,生词,glean ideas that can be tested,一点点搜集,本义拾麦穗；引申=从各处零星收集（信息、想法）
150,词组,an academic paper that made massive waves,引起轰动,make waves = 掀起波澜；massive 加强程度
150,多义,"modestly entitled ""Portfolio Selection""",题为…,entitle 此处=给…命题目；⚠另一义 be entitled to = 有权享有；modestly 带反讽——如此重要的论文标题起得很“低调”
150,术语,noncompete and nondisclosure agreements,竞业禁止协议与保密协议,限制员工跳槽后为对手效力/泄密的合同；nondisclosure = 不披露（NDA）
150,词组,its founder cut his teeth at Morgan Stanley's statistical arbitrage prop trading desk,出道；积累最初经验,本义婴儿长乳牙；引申=在某处开始职业生涯练本事
150,多义,has itself spawned several successful alumni,前员工们,本义校友（alumnus 复数）；引申=从某公司出来的人
150,文化,a group of new traders called the Turtles,海龟交易员,Richard Dennis 为与 Eckhardt 打赌“交易能不能教会”而招募素人培训成趋势交易员的著名实验
150,难句,"At least part of the attraction of a potential new hire who has worked elsewhere must be the prospect of learning about the activities, and maybe even some secrets, of competitors.",招一个在别处干过的新人，其吸引力至少有一部分在于有望了解竞争对手的动向、甚至一些机密。,主语=part of the attraction（带 of + who 从句的长主语）；and maybe even some secrets 是插入成分，与 activities 并列后接 of competitors
151,生词,iron-clad noncompete agreements,牢不可破的；铁定的,本义披装甲的；引申=（条款）严密到无懈可击
151,多义,the traders were ultimately terminated by Millennium,解雇,terminate 此处=解聘（委婉语），不只是“终止”
151,词组,retaining them was more trouble than it was worth,得不偿失,费的劲超过带来的价值
151,词组,investors who have peeked behind the curtains,窥探幕后,投资人尽调时看到量化公司内部运作；curtain = 幕布
151,生词,codify aspects of the latter's behavior into a trading system,编纂成规则；成文化,与 code 同源：把隐性经验写成明文规则/代码
151,词组,Not all are necessarily bound for success.,注定走向；驶向,bound for = （车船）开往→注定通往；⚠bound 另义“被束缚的”
151,术语,stop-loss policy,止损策略,系统化地对亏损头寸认赔离场的规则
